Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2019-06-02,,"Four Circles, Four Parables of Stone and Light",9,2019_0602 Logoi and Leanings.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/mICfRhrX4SePoR6_CNf4Og/eEYmAcntzMDWU71X7OKDsAsp3Ljp2dvUdXl1FTTgNP7phwfe2npVbSyH8lv6zuyGgcPhfuZPsLghiP2OuG6qFvQH5V62k3xVGSkZ1b0UhQTpHyzNt06_9yqbJKdB7DSb/DjjUH3rVGTfxFw1RTvcS0HkgcIRooVz92BDN58Fwb-A),Logoi and Leanings,https://dharmaseed.org/teacher/210/talk/58772/,imaginal/soulmaking,"soulmaking: prerequisites and foundations,concepts/logos,""soulmaking: priortizing samadhi, image, or emotion"",""ways of looking, subtexts in"",soulmaking: pacing,soulmaking: allowing it to spread in all directions,""images: let the body lead, not demanding visual images"",desire/eros,pothos in eros: always wanting more,eros-psyche-logos (the soulmaking dynamic),images: using the energy body to navigate,concepts/logos: importance of supportive conceptual frameworks,soulmaking: moving towards the fully imaginal,images: not reducing to one meaning or causal explanation,""conceptual frameworks, flexibility with"",soulmaking: telos / the angel out ahead,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: participation,concepts/logos: possible meditations on ideas,soulmaking: shared logos and ontological commitments in dyads"
2019-06-03,,"Four Circles, Four Parables of Stone and Light",10,2019_0603 Soulmaking Dyad Practice.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/W-p3__dv7TyrWMWm53ruig/0yc3arcfsSbfdodfgL-jKClaJYbqCOqXWq0WFV2wLZziDNfOU1KVnnYYBQIADvUG_LhbJebOP4ZWIZbypMGFnZJrMUg1c71FYm_i0eXRuXp09L0LIj9h9l11AljWRdh-/9YIqgBDGPwJX0QeCA04OYIrQCQzWOwlcZKMKwsFtUVU),Soulmaking Dyad Practice,https://dharmaseed.org/teacher/210/talk/58782/,imaginal/soulmaking,"twoness / balance of attention practices or instructions,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: temenos tail (caring for relationship after formal practice),soulmaking: prerequisites and foundations,soulmaking: vulnerability of sharing images,""emotions, skill with"",""soulmaking: temenos, alchemical vessel"",concepts/logos,soulmaking: shared logos and ontological commitments in dyads,soulmaking and dukkha,soulmaking: threeness,sensitivity,desire/eros,sexuality/romantic relationships,soulmaking: sexual erotic-imaginal"
2019-06-04,,"Four Circles, Four Parables of Stone and Light",11,2019_0604 The Phoenix of Metaphysics Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/dmi64nP3eFg52T72OOh99g/c11pz5L8l3JTsanF5kJZ2O_lhgexJtEx1B8pIyzMDSuXW0egE8EnHYaUhoPG1GnTGo8MWHAVZTmDs0FrfFJ1LuFJvPIoYTV8F0MaLyLOyaWubcP_HPnPtgYJbmJ1JBpFjqNp57BzzQzsqaKpSUrr8g/P0KK7xKVTzdnrQWtrslj7vhzsxyG06fCQh7fD6i6LO0),The Phoenix of Metaphysics (Part 1),https://dharmaseed.org/teacher/210/talk/58788/,imaginal/soulmaking,"metaphysics: the personal nature of epistemology,metaphysics: opening up ontology and epistemology,metaphysics,soulmaking and emptiness,scientism / scientific materialism / reductionism,modern physics / quantum physics,metaphyics: ultimately unprovable assumptions,""soulmaking, duty in"",Middle Way of the imaginal,soulmaking: spectrum of reification in imaginal practice,""Rorty, Richard"",concepts/logos"
2019-06-05,,"Four Circles, Four Parables of Stone and Light",12,2019_0605 The Phoenix of Metaphysics Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/7PkXZSqqhFh-rPpXhZlUOA/NzzUvNK1tLQJlVO397YgLfb6yQ0uGfzY4vuNTVN4f1qYqO3mh2VSmdKw6zYqzD5Q27R5rHfaGktgaWv6D5g1OhwPAHw1Qg1yjc8aauDjKf3apruAOhRFmTQP89w2aH9u-4kYF4dAfwDPKhgS5Jb6xA/blzLclOzedxMNDZ2WK5HCjs7Hd_0hUuRJbKEvYnzzdE),The Phoenix of Metaphysics (Part 2),https://dharmaseed.org/teacher/210/talk/58789/,imaginal/soulmaking,"Middle Way of the imaginal,soulmaking: spectrum of reification in imaginal practice,metaphysics,""Taylor, Charles"",metaphysics: the personal nature of epistemology,metaphyics: ultimately unprovable assumptions,Middle Way of emptiness,""Rorty, Richard"",soulmaking: participation,emptiness/insight: doubts/concerns in or about practice,soulmaking: dimensionality and anchoring / rooting in the divine,metaphysics: opening up ontology and epistemology,modern physics / quantum physics,concepts/logos,eros for unfabricating and for soulful fabrication,antinomies in values/ethics,free will vs determinism,aging/sickness/death,soulmaking: telos / the angel out ahead"
2019-06-06,,"Four Circles, Four Parables of Stone and Light",13,2019_0606 Dharmas Discovered and Created Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/QgkaLLVVQFaIWQQ9B0B7ZQ/nn6R-BfmwAJzHvy8DcXFbYH2r2rAoCExq32TmTXDzVngtYNEf9QgD4d2cqUsFY_UgwkNNPy7ZrHWHYDPJGLfWRL8CSEx314Zd9NAjUfsQumoK20MS4KzWdMCQiMsgypNpxdpapErVgS-GbZOamnhzA/B2jwefLBLKrrpA_dEp9ecZtbLW2w4nIjAN5hutRU-tc),Dharma(s) Discovered and Created (Part 1),https://dharmaseed.org/teacher/210/talk/58767/,imaginal/soulmaking,"ideas of/relationships with tradition,fantasies of the path,metaphysics,authenticity,for future listeners,soulmaking: discernment and delineation in soulmaking,metaphysics: opening up ontology and epistemology,""mindfulness, foundations of: fourth foundation"""
2019-06-07,,"Four Circles, Four Parables of Stone and Light",14,2019_0607 Dharmas Discovered and Created Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/M6PPq3O2bhENv-CREtuR-A/n6Ch-FnwTsy_B-fwc6otFO98821TzxOAP7xmf3RsovaQCsuZw1QpjRWzBa-VAE8x2mlo3McTfR5urruQbFmP6E50qEqGpPBERrWulh-S-xaL-p_dRbh-Onhqp0NQUc4lAqXtFxbT7fsOZV58xWZ9Jw/9UI9aXcAuMKyqEhQ7W8XRVw2w6qnqVqs25sUK9q1mS8),Dharma(s) Discovered and Created (Part 2),https://dharmaseed.org/teacher/210/talk/58768/,imaginal/soulmaking,"ideas of/relationships with tradition,soulmaking and emptiness,metaphysics,Abulafia,existentialist Dharma,""awakening: stream-entry, stages of awakening"",emptiness/insight: thorough and radical emptiness,emptiness/insight: different versions and meanings of emptiness,emptiness/insight: doubts/concerns in or about practice,critique: view of aggregates/everything as a process,emptiness/insight: emptiness of impermanence,metaphysics: the personal nature of epistemology,""beauty, inquiring into"",inquiring,""emptiness/insight: fading, unfabricating"",Dharma talk listening tips: listening structurally,views of the path,concepts/logos,metaphysics: opening up ontology and epistemology"
2019-06-08,,"Four Circles, Four Parables of Stone and Light",15,2019_0608 Dharmas Discovered and Created Part 3.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/1VX26lqHg7wzUEoMFz05Hg/o_OZK_XyMqcmdjyczFgVrWImkQbgzZAK2GvMMrDclZbjDCcnlqVRzKJbgeaPMyYEqrpaPPCO9RcCuFbEKh1g9-jo2DpTWodwuuZ0hmeWekqg3FAbarTB8UPDkJl6kZgw7ICZCzc_S5pqeZMZWJoUfg/abIEHKjrM3Rvohn4siQp_j1SbMCd4goJ5ZV5TlhPlD8),Dharma(s) Discovered and Created (Part 3),https://dharmaseed.org/teacher/210/talk/58769/,imaginal/soulmaking,"ideas of/relationships with tradition,metaphysics,concepts/logos,for future listeners,soulmaking: not eclecticism but plurality and infinite possibilities,breaking of the vessels (Shevirat ha-Kelim),philosophy: philosophers' lack of meditative training,""Rorty, Richard"",Hegel,generosity,imaginal practice: beyond or within Buddhadharma?,soul desire to imprint / make impression on others,soulmaking: why is soulmaking dharma complicated?,soulmaking: pacing"
2019-06-09,,"Four Circles, Four Parables of Stone and Light",16,2019_0609 Sila and Soul - Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/gmqJ1bN_CSDeFVif5v0ttg/T4p3yKpgAEK-mXrGJDx6jFHJtOlohhEnYaEGtwXhAmuBNKfR9JSWtFHlPMVjEMT_qrqSyT_L0UPXhZh2DFLN-HcAkAkFSdQKKuQQDBfhKnmxyaNAOgfyzXtzXI0PCalg/XTCwhIv3ej8SBca4yiws0cw6LXcAVgwqaTuJ7huKTDk),Sila and Soul (Part 1),https://dharmaseed.org/teacher/210/talk/58774/,imaginal/soulmaking,"soulmaking as an approach to ethics,ethics/engagement,judgment/inner critic,emotions / mind states: guilt or remorse,metaphysics,""Rorty, Richard"",soulmaking: dimensionality and anchoring / rooting in the divine,soulmaking: doubts/concerns in or about imaginal practice,soulmaking: aspects of the imaginal,antinomies in values/ethics,""soulmaking: conflicting demands of disparate angels, antinomies"""
2019-06-10,,"Four Circles, Four Parables of Stone and Light",17,2019_0610 Sila and Soul - Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/3FU4bQI3UkJsztYQjlinMQ/Gln-L1zRlx9XHycM4Y4-CXmeBtMDjq5TlWZywjE-4qnWt57gmKStpvrVFW-Gbl64CTFJffTsiR1Bu4qv0pFBrmSZObRPBZVEX2eS3YC6-dC2jsDDK4PJ-eX991HbXLtq/X6-kBMH8O-j3BBpsNdlDdDZcWF4z6uihkqGqJQJP67c),Sila and Soul (Part 2),https://dharmaseed.org/teacher/210/talk/58775/,imaginal/soulmaking,"soulmaking as an approach to ethics,ethics/engagement,image as primary,metaphysics,ethics/engagement: ethics and image in psychotherapy,judgment/inner critic,emotions / mind states: guilt or remorse,dangers or shadow sides in any dharma path,""soulmaking, duty in"",Middle Way of the imaginal,""Hartmann, Nicolai"""
2019-06-11,,"Four Circles, Four Parables of Stone and Light",18,2019_0611 Sila and Soul - Part 3.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/GHlvxm6vXOpxb1d87zMkHQ/lckIp4a0tw_xE1b-5b3ZJUKUid0QLUDyPLbfVcNM_ZRZYoJzdRzs2UBNubr03NX6us9POxfr3a2tgtHoAkkOpbsdvGRvua_vT1fqXOs_7CW7868dTbzl-KgCXYSieusW/XxnNsa2FBxpurDOLjxzkrmndWKPCWS4B1vZKf1UGztc),Sila and Soul (Part 3),https://dharmaseed.org/teacher/210/talk/58776/,imaginal/soulmaking,"soulmaking as an approach to ethics,ideational-imaginal (context: aesthetic or moral values/virtues),""self-reflexive strands of ethics, awareness, eros"",""Kugler, Paul"",""etymologies, root words, and phonetic associations"",ethics/engagement,soulmaking: telos / the angel out ahead,""beauty, inquiring into"",""Hartmann, Nicolai"""
2019-06-12,,"Four Circles, Four Parables of Stone and Light",19,2019_0612 Sila and Soul - Part 4.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/jTVG2rpHDTMGD0bmtorEdw/swu4zMpLWd1p3waYue9yTBa7PFFrzexNI2mPwb_njsHhGAgOAQR7OMU65j56NrOmzDhbZQ0qVUnSSSn4Eyt092tqFQA5vC2COEMsHq4xuQhItVN7kcUhnBYMKoNJ_aAX/JdOoZGF8zSIF07nVhkbBIk0IA5y6QtQBx0qxkr0jG5U),Sila and Soul (Part 4),https://dharmaseed.org/teacher/210/talk/58777/,imaginal/soulmaking,"soulmaking as an approach to ethics,ideational-imaginal (context: aesthetic or moral values/virtues),ethics/engagement,desire/eros,metaphysics,soulmaking: participation,metaphysics: opening up ontology and epistemology,aging/sickness/death,devotion,emotions / mind states: guilt or remorse,""Hartmann, Nicolai"",dimensionality in ethics"
2019-06-13,,"Four Circles, Four Parables of Stone and Light",20,2019_0613 Sila and Soul - Part 5.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/p8PKnzFdbMgA-BPBVhgVcg/oH8U7P8Yqc3Fji3eHHAX29G-EHcsCKnC3_wlWACPWDVrcMmEeEXn0any3aK3QxWKsMPxv6TPWk0ZE4Wx0t00kTlR41zA_sfkDiVieSj6Va4Ga3T22mtAZXAF_j_cmb1F/Lj_7CYJQ5crqnb8rU6r3JyjaCGrw6XSu3LDuN7Mw3A0),Sila and Soul (Part 5),https://dharmaseed.org/teacher/210/talk/58778/,imaginal/soulmaking,"ideational-imaginal (context: aesthetic or moral values/virtues),""Practice: avenues for ideational-imaginal, meditation on values"",soulmaking as an approach to ethics,antinomies in values/ethics,""soulmaking: form of image fading, essence remaining"",ethics/engagement,soulmaking: participation,judgment/inner critic,emotions / mind states: guilt or remorse,sensitivity,""Hartmann, Nicolai"",dimensionality in ethics"
2019-06-14,,"Four Circles, Four Parables of Stone and Light",21,2019_0614 Sila and Soul - Part 6.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/-xhMQxsm6fRAlYKCnJgH8w/9GkZcSmoLihb_jlWOJN562SecU_och_AdwXgH-3p3eYg2-eneSAC9H79QTFu4gIcyJN10eFZ5NNUvrcHQX7gvDv3W6f9HZOWj9Z8wxx9UIHyTV9kpq_pRdmuu9vBNpGU/JI8J891VA6SW9f4XfYwvCFQ-QiTxlRPgNtCZScMGbBA),Sila and Soul (Part 6),https://dharmaseed.org/teacher/210/talk/58779/,imaginal/soulmaking,"""Practice: avenues for ideational-imaginal, meditation on values"",soulmaking as an approach to ethics,antinomies in values/ethics,ethics/engagement,metaphysics: opening up ontology and epistemology,free will vs determinism,""conceptual frameworks, flexibility with"",emotions / mind states: guilt or remorse,ideational-imaginal (context: aesthetic or moral values/virtues),""Hartmann, Nicolai"""
2019-06-15,,"Four Circles, Four Parables of Stone and Light",22,2019_0615 Sila and Soul - Part 7.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/VS-pi6XVkCDoN0H20yETEQ/0-L1Ddu-FUrabHRA5OUACzD8nRXWFO2CdxOLDc3OsZz8yEACc9E1aoNBB4H_xE63oprth1JT_qQfPQV_0zPoIQ_cJ0gtHd-qFcXWIvdA_VyPqzNo-5fOoI7hfodc8w5M/z96X3YNK7uhE8GzqxZ5m9kIaE8-g0JM9S0QAkKnuoNw),Sila and Soul (Part 7),https://dharmaseed.org/teacher/210/talk/58785/,imaginal/soulmaking,"soulmaking as an approach to ethics,antinomies in values/ethics,""Kripal, Jeffrey J."",ethics/engagement,emotions: deep samadhi reducing tenderness of heart,awakening,awakening and ethics,""soulmaking: conflicting demands of disparate angels, antinomies"",""Hartmann, Nicolai"""
2019-06-16,,"Four Circles, Four Parables of Stone and Light",23,2019_0616 Sila and Soul - Part 8.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/-igpLY-Smdjgb19bC23SkQ/rpxquDm2Y-fy-9Bf67Z1uONhaLr4WgvuliuvgmHww6AK8D1TdP7zgd4LGUtiIl8XTexWH1wjLxACWuu-s8XuZd0vWubvjBKF64KoQ1XZS4VxvvyUEfiddHlSMYRfGdjG/RsuNeUbPormxELpYLTAwSazhIx4D9at_dbtbNfnrXio),Sila and Soul (Part 8),https://dharmaseed.org/teacher/210/talk/58780/,imaginal/soulmaking,"soulmaking as an approach to ethics,antinomies in values/ethics,ethics/engagement,sexuality/romantic relationships,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",eros being diverted to greed through lack of dimensionality,emotions / mind states: hatred,kilesas,desire/eros,""soulmaking, duty in"",""Hartmann, Nicolai"""
2019-06-17,,"Four Circles, Four Parables of Stone and Light",24,2019_0617 Sila and Soul - Part 9.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Dp_DyGvzRJxtdYqi5-4sAg/OSOoh1n28GJyrc9aLzETulZXQ_-DRO5aBhThUPfK1_FFAagigN78UuxPes5LOQMLgVBOXSAegN97wjdO-7hmh6Ki--Jvd6ujcjDIJRLxwG6mFoglKQRzJFg3ctK0eqCT/uVQ_kzMLFxB_JfalOHVCQ3fRU3CpGZdd_DsiwIdPLaE),Sila and Soul (Part 9),https://dharmaseed.org/teacher/210/talk/58781/,imaginal/soulmaking,"soulmaking as an approach to ethics,conceptions of dukkha and the Four Noble Truths,ethics/engagement,awakening,""Hartmann, Nicolai"""
2019-08-19,2019_0819 Student Interview - Practising with the Three Characteristics - Dukkha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/_ol-rzo4sOBxzhKGmFcRHA/gv_O8T7_7TDdHhvk_ElFTxB10O4W1sR_eN93_GJhvaFQ0PgxciNENWx5oy2nABU6sAVau3mwxL63m_jHGgv69EiZf7rb_KIyUhzMKpw022bJDkMhcyjEXxYmVtyuXKZKGFTbTONslqiCMd9zRxVnQv7DGO1Bh_hWp-ONuKtA7YuPivhjRXw86g_fOe71sz4P/sVl899w6ApW75-AqxVKInDR8v41nqISMT_WUe77naR8),Student Interview,1,2019_0819 Student Interview - Practising with the Three Characteristics 1 - Dukkha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/mrrpyCJR1xBMmCRyWhqtyQ/oCkhi0RdZYEpEBaW4EdCSh4E-aAl-6HqaXJsp3bUix9UuftYbqkKZZJIFb91pSyqThvd_fKz0AAMPPGoGVLOqtphVxuNXF_NSgKJEIO0EorpqjJHhQ4EOYx5oEGsXSQXVWbUPJqQX_TEKJdSI-yyMU1BlQXnCImNeky91l011AUgdhGkjnW0EcFHWkFABHXt/VDY8M9NrBpSe0BzMF89fkQu-h-AJ7KLuFVLD6IIohl8),Practising with the Three Characteristics (1) - Dukkha,n/a,emptiness/insight,"three characteristics,dukkha (suffering),""emptiness/insight: fading, unfabricating"",""ways of looking, flexibility in"",""ways of looking, subtexts in"""
2019-09-02,,Student Interview,2,2019_0902 Student Interview - Practising with the Three Characteristics 2 - Dukkha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/aSwgFiOC2CD9AhOKUrhE6A/FVDv-aLM9O60-UwGvU45tp_9qVFvkh7mdDMqh8p9-_KpCpLYVCw1dxp2zfZk-mgoficoPoJVzAPe4JTE4v1omDD389LYZA7aT_sHcx4DEL-DwfOLxTm2Vc0FYgHmVx7IY9Wqu4aHQbTXwwvcLkLUv5d_3LQxrA2VzGwWFdVZMYRQg8_QWLZy_HfN4O28Qufg/YpXRcOvglDV7e-7lh-PmMySW-YV5bAHiySEJy_QfBb4),Practising with the Three Characteristics (2) - Dukkha,n/a,emptiness/insight,"continuity: the place of continuity in practice,precision: what does 'precision' mean in practice?,""emptiness/insight: fading, unfabricating"",three characteristics,dukkha (suffering),""ways of looking, flexibility in"",""holy discontent, holy disinterest"""
2019-09-12,,Online Seminar,1,2019_0912 Ontology and Conceptions of Reality in Dharma Practice.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/FuyunZc-JhzV0fZV7VCFEA/DKd2WhyL1W0HlcMU1hgKDHA3nM4OKwRpeNG4VAygqRFVE2NPm183tbDDszDCixzeXWsbrrs1axiAChQpN3RjLzInjs1kdf5bGFkdGCxHKawoUDZV2ICbxBog53lUF9xSDWxWQV1g-rO0M-UOiyPhuF6V4NbRUFNJHK4ceW4N9Jc/Xn4c3HH3ekrugk0fkQvL-g67b7El_UygoERwyO06mxc),Ontology and Conceptions of Reality in Dharma Practice,https://docs.google.com/document/d/1i4x0Nx5rGrfDuqJV6z5U8h28xAw4UCwlaVqukOZaBNM,"emptiness/insight,imaginal/soulmaking","metaphysics: opening up ontology and epistemology,soulmaking: doubts/concerns in or about imaginal practice,metaphysics,concepts/logos,concepts and ideas are present in all perception,metaphysics: ontic status / different kinds of reality of perceptions,dangers or shadow sides in any dharma path"
2019-09-15,,Online Seminar,1,2019_0915 Nirodha Sangha Emptiness Clinic.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/CSZluDDOJupDrI7Tzua7Xg/pyyyFg-4yT3V7l36BVMTQrXlu5MDyAATIjgh2XZfnXqlqiIbrPXveFIlk9Ox4x_UiHiSz4Kg4nW6pbhx3B9bqR5DcVkkQY1GDvqbyMMUVh2R_zmOPq-87qJfdUrzfCCgPp5cDWrp7hlSlzW4i5fRQQ/u3Q3h0feZW1dPaBvyhZBxxJ1ROssA56z4YM82qBBVeE),Nirodha Sangha Emptiness Clinic,http://nirodha.fi/wp-content/uploads/2019/10/emptiness_webinar_rob_burbea_20190915.mp3,"emptiness/insight,imaginal/soulmaking","""ways of looking, subtexts in"",""emptiness/insight: fading, unfabricating"",Middle Way of emptiness,""holy discontent, holy disinterest"""
2019-09-17,,Online Seminar,1,2019_0917 Cultivation and Grace in Soulmaking Dharma.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/HWE6afKH52VhK7bsXD0kAQ/yc3pTIBGmH_CNcpWKMjWNJjLN9b19lD70NEcLnK7doDzmxUO_Y65Wa-s9ylLXF2TyL3-tmiSkiRy4rKGSRL4xvKb71H10LfcGiMOv5d381esGV54x3_8NzgWndMdfQQWvkbKxr3uidw77ZOF88b14A/8q8YPzTd8O46n1vn2zOzZzHw5vcA7uYnTX8RtS9qLYg),Cultivation and Grace in Soulmaking Dharma,https://docs.google.com/document/d/1i4x0Nx5rGrfDuqJV6z5U8h28xAw4UCwlaVqukOZaBNM,"emptiness/insight,imaginal/soulmaking","soulmaking: self-orientation vs. divine orientation,soulmaking: aspects of the imaginal,synchronicities,Middle Way of the imaginal,soulmaking and emptiness,goals and effort,fullness of intention (not primarily in service of self),soulmaking: participation,definitions: soulmaking,definitions: imaginal and sensing with soul,definitions: imaginal as a subcategory of soulmaking,""soulmaking in oneness, etc., when it's a new perception"",art and soul"
2019-09-23,2019_0923 Stream Entry - Parts 1 and 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/pTCNWSDDyKdHJS9kXGo64Q/cbjsF065SMykYB6uDSoWaqucdqXGIKBjGT0pcIFNrcHmU_t6qhWr3ozaMO-4VhnD-a0MompZQsKmpP9aQX__AY-PhuENqSpeJXgYlUbtVUKgKsnM1tOBl0RIVUzSNwPa/0GihukZgh98LBzlhcEW5BClzOezsFrfyWZJPEbTnvpc),Online Seminar,1,"""2019_0923 Stream Entry - Part 1 - Conceptions, Value and Realisation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/w1LvGfWhRAa20nN94uWcTQ/SwRZPdw2_BHCTBLUtGGphnK-P97DDCg2obBVO7kDPiyjoOwUYE7hf_pmXFR4hb_vSI5ctmNzVnpj0oBAf8NH_N3mhm8z1E4-OGCGz5Ah7sO-Gn-wxiVUvAw6kTu_6lQIB8NdnME1QnjeTuCbG5R2I10yJ8X20Q30WDTRbINRF4w/lHC4A54KY33Y0DWb4VasV3V7s3AKkSi6MGtZP8Opzz4)""","Stream Entry (Part 1) - Conceptions, Value and Realisations",https://docs.google.com/document/d/1i4x0Nx5rGrfDuqJV6z5U8h28xAw4UCwlaVqukOZaBNM,"emptiness/insight,imaginal/soulmaking","awakening,""awakening: stream-entry, stages of awakening"",""emptiness/insight: fading, unfabricating"",antinomies in values/ethics,ethics/engagement,inquiring,awakening: U-tube metaphor,kilesas,awakening: necessary elements for liberation,equanimity,awakening: different kinds of liberation through eros and soul,the Unfabricated shining through this world"
2019-09-25,,Online Seminar,2,2019_0925 Stream Entry - Part 2 - Equanimity and Enlightenment.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/5UwkU79wMNl5pSGkCUdI2g/FyAZXT3ja29eLsjO6nw3PasC9YurUYMIMzIkEJuCTi-au57Tqdaqc92P-2bXdfUcGoucWOG7gwuU3b3bq3N87sU69ITcwekx17FmMNkv58oirpk9T1_S43yra41uDOezZ8tt_Ys59sWR2SWDa5HZPOLon-aGKdBAqRJXHBYR4iQ/3LHZBA1ky1I9jZjbsPf_2hosWTQZmOEcuRHX_MjSjRA),Stream Entry (Part 2) - Equanimity and Enlightenment,https://docs.google.com/document/d/1i4x0Nx5rGrfDuqJV6z5U8h28xAw4UCwlaVqukOZaBNM,"brahmaviharas,emptiness/insight","equanimity,awakening,metta,awakening: emptiness of awakening,awakening: U-tube metaphor,awakening: subtlizing of relationship with freedom,equanimity: ways it can arise,equanimity: types of equanimity"
